province,country,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case-Fatality_Ratio,Combined_Key
Yaroslavl Oblast,Russia,8041,45,7659,337.0,635.3086552409608,0.5596318865812709,"Yaroslavl Oblast, Russia"
Yucatan,Mexico,17222,1506,14630,1086.0,762.3396594570047,8.74462896295436,"Yucatan, Mexico"
Yukon,Canada,15,0,15,0.0,36.51589658698087,0.0,"Yukon, Canada"
Yunnan,China,206,2,196,8.0,0.4265010351966873,0.9708737864077672,"Yunnan, China"
Zabaykalsky Krai,Russia,5481,65,4602,814.0,510.9031828681048,1.1859149790184274,"Zabaykalsky Krai, Russia"
Zacatecas,Mexico,6748,630,5518,600.0,404.9384731155178,9.33609958506224,"Zacatecas, Mexico"
Zakarpattia Oblast,Ukraine,9110,290,4054,4766.0,724.8556256275847,3.18331503841932,"Zakarpattia Oblast, Ukraine"
Zaporizhia Oblast,Ukraine,2829,42,1075,1712.0,165.84243737381553,1.4846235418875928,"Zaporizhia Oblast, Ukraine"
Zeeland,Netherlands,1210,72,0,1138.0,315.5248664886515,5.950413223140496,"Zeeland, Netherlands"
Zhejiang,China,1282,1,1272,9.0,2.2346173958514903,0.078003120124805,"Zhejiang, China"
Zhytomyr Oblast,Ukraine,4931,90,2379,2462.0,404.1163979796639,1.825187588724397,"Zhytomyr Oblast, Ukraine"
Zuid-Holland,Netherlands,26644,1364,0,25280.0,718.4196278152752,5.119351448731422,"Zuid-Holland, Netherlands"
